move_difflist
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -6, -6, -96, -96, -97, -97, -102, -102, -102, -102, -102, -102, -106, -121, -121, -122, -122, -122, -122, -122, -122, -122, -122, -122, -124, -124, -129, -127, -127, -127, -127, -149]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -35, -35, -55, -55, -53, -141, -141, -149, -149, -149, -149, -133]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -10, -10, -18, -25, -25, -25, -25, -25, -25, -25, -25, -25, -25, -25, -25, -25, -30, -23, -23, -23, -23, -30, -30, -30, -30, -24, -24, -24, -24, -22]"
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -23, -38, -38, -42, -42, -40, -40, -40, -53, -53, -53, -55, -55, -55, -55, -55, -55, -55, -55, -55, -55, -43, -43, -63, -63, -97]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -24, -28, 2, 2, 4]"
"[0, 0, 0, 0, 0, 0, -24, -22, -22, -22, -22, -22, -22, -22, -22, -17, -14, -14, -50, -50, -50, -150, -148, -148, -308, -334, -334, -341, -341, -341, -341, -343, -343, -279, -279, -280, -280, -280, -280, -280, -280, -296, -296, -296, -296, -322]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -24, -24, -24, -24, -32, -32, -32, -32, -32, -32, 0]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -24, -28, 2, 2, 2, 2, 4]"
"[0, 0, -24, -31, -31, -31, -40, -40, -40, -37, -37, -38, -45, -45, -45, -45, -44, -44, -44, -44, -44, -44, -44, -44, -44, -44, -44, -44, -32, -102, -101, -101, -101, -101, -101, -101, -101, -101, -103, -103, -103, -103, -75]"
"[0, 0, -24, -31, -31, -31, -40, -40, -40, -37, -37, -38, -45, -45, -45, -45, -44, -44, -44, -44, -44, -44, -44, -44, -44, -44, -44, -44, -59, -59, -59, -59, -59, -68, -72, -72, -72, -72, -72, -72, -72, -72, -71, -71, -71, -91, -99, -99, -99, -97]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -32, -32, -32, -32, -32, -32, -28, -28, 38]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -35, -35, -55, -55, -53, -141, -141, -149, -149, -149, -149, -133]"
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -23, -38, -38, -38, -44, -44, -45, -40, -40, -40, -40, -40, -40, -40, -40, -42, -42, -16, -16, -22, -22, -16]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -24, -28, 2, 2, 4]"
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -23, -38, -38, -38, -36, -29, -119, -119, -119, -119, -119, -119, -121, -121, -121, -121, -121, -121, -121, -121, -131, -131, -131, -131, -136, -136, -136, -136, -137, -137, -141]"
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -6, -6, -96, -96, -97, -97, -102, -102, -102, -102, -114, -114, -121, -121, -121, -121, -121, -121, -177, -177, -179, -179, -182]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -32, -32, -32, -32, -32, -32, -28, -28, 38]"
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -23, -38, -38, -38, -36, -29, -119, -119, -119, -119, -119, -119, -121, -121, -121, -121, -121, -121, -121, -121, -131, -131, -131, -131, -136, -136, -136, -136, -137, -137, -141]"
"[0, 0, 0, -2, -6, -6, -6, -6, -6, -6, -6, -8, -8, -7, -7, -7, -15, -24, -24, -24, -23, -41, -55, -55, -55, -74, -76, -80, -80, -80, -80, -80, -80, -80, -80, -80, -80, -80, -170, -170, -171, -171, -171, -171, -171, -169, -169, -169, -169, -169, -149, -149, -146, -156, -140]"
"[0, 0, 0, -13, -12, -12, -72, -77, -77, -77, -72, -59, -59, -75, -75, -75, -71, -71, -71, -71, -71, -86, -86, -86, -86, -86, -86, -86, -86, -86, -86, -91, -85, -85, -95, -108, -108, -108, -108, -185, -185, -185, -185, -185, -185, -177]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -32, -32, -32, -32, -32, -32, -28, -28, 38]"
"[0, 0, 0, -2, -6, -6, -6, -6, -6, -8, -8, -6, -6, -14, -14, -14, -98, -114, -118, -118, -115, -192, -192, -192, -258, -258, -260, -234, -234, -234, -234, -234, -234, -234, -234, -234, -234, -228, -228, -204]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -32, -32, -32, -32, -32, -32, -28, -28, 38]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -35, -35, -55, -55, -53, -141, -141, -149, -149, -149, -149, -133]"
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -23, -38, -38, -42, -42, -40, -40, -40, -53, -53, -53, -55, -55, -55, -55, -55, -55, -55, -55, -57, -57, -57, -57, -89, -89, -89, -89, -89, -89, -89, -89, -94, -94, -94, -94, -94, -94, -106]"
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -23, -38, -38, -38, -36, -29, -119, -119, -119, -119, -121, -121, -120, -120, -142, -142, -142, -142, -143, -143, -156]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 11, 6, 4, 4, 4, 9, 9, 8, 4, 4, 4, 4, 4, 4, 4, -2, -2, -2, -2, -3, -3, -10, -10, -10, -10, -18]"
"[0, 0, 0, -6, 4, 4, 4, 14, 8, -6, -6, -6, -23, -38, -38, -38, -36, -29, -119, -119, -119, -119, -119, -119, -121, -121, -121, -121, -121, -121, -121, -121, -131, -131, -131, -131, -136, -136, -136, -136, -137, -137, -141]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -26, -26, -82, -82, -82, -82, -82, -82, -82, -82, -78, -78, -78, -78, -63]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -28, -35, -35, -55, -55, -55, -79, -93, -93, -101, -101, -81]"
"[0, 0, 0, 0, 0, 0, 0, 10, 12, 10, 2, 2, 8, 8, 8, -10, -10, -46, -46, -28, -28, -28, -28, -28, -28, -24, -24, -22, -22, -22, -22, -22, -22, -22, -22, -22, -30, -30, -50, -50, -50, -72, -62, -62, -77, -77, -76]"
